rodada;qtd_amostra;execucao;tmp_total;tmp_python;origem
8;256000;48;4.49707317352295;0.0578570365905762;Python_Externo
8;256000;49;4.54486322402954;0.0574033260345459;Python_Externo
9;512000;0;9.25058364868164;0.152069568634033;Python_Externo
9;512000;1;9.06752681732178;0.165929794311523;Python_Externo
9;512000;2;9.04489803314209;0.161972045898438;Python_Externo
9;512000;3;9.07551765441895;0.162225008010864;Python_Externo
9;512000;4;9.10797691345215;0.162996053695679;Python_Externo
9;512000;5;9.07195854187012;0.153152465820313;Python_Externo
9;512000;6;9.08818340301514;0.161630868911743;Python_Externo
9;512000;7;9.0696496963501;0.162725448608398;Python_Externo
9;512000;8;9.05666160583496;0.166414737701416;Python_Externo
9;512000;9;9.05593776702881;0.160569906234741;Python_Externo
9;512000;10;9.19590091705322;0.164330005645752;Python_Externo
9;512000;11;9.67503929138184;0.18009090423584;Python_Externo
9;512000;12;9.52340126037598;0.176185607910156;Python_Externo
9;512000;13;9.25762271881104;0.17572021484375;Python_Externo
9;512000;14;9.38281631469727;0.166279554367065;Python_Externo
9;512000;15;9.93142414093018;0.187789916992188;Python_Externo
9;512000;16;9.61703395843506;0.188446521759033;Python_Externo
9;512000;17;9.27574157714844;0.17567777633667;Python_Externo
9;512000;18;9.17684364318848;0.174670219421387;Python_Externo
9;512000;19;9.24641609191895;0.177850484848022;Python_Externo
9;512000;20;9.21721649169922;0.168887853622437;Python_Externo
9;512000;21;9.23902320861816;0.161854028701782;Python_Externo
9;512000;22;9.53242301940918;0.160982131958008;Python_Externo
9;512000;23;9.74508380889893;0.177442073822021;Python_Externo
9;512000;24;9.4373607635498;0.156566619873047;Python_Externo
9;512000;25;10.4693298339844;0.165687799453735;Python_Externo
9;512000;26;9.68267631530762;0.176793575286865;Python_Externo
9;512000;27;9.67268943786621;0.164977788925171;Python_Externo
9;512000;28;9.57086086273193;0.184157848358154;Python_Externo
9;512000;29;10.7895393371582;0.161336183547974;Python_Externo
9;512000;30;9.50449371337891;0.203361034393311;Python_Externo
9;512000;31;10.5736951828003;0.179352521896362;Python_Externo
9;512000;32;9.59244155883789;0.172248363494873;Python_Externo
9;512000;33;9.69544887542725;0.187980175018311;Python_Externo
9;512000;34;9.52695846557617;0.198895454406738;Python_Externo
9;512000;35;9.93872165679932;0.167908668518066;Python_Externo
9;512000;36;10.0037260055542;0.167489051818848;Python_Externo
9;512000;37;9.44102573394775;0.171471118927002;Python_Externo
9;512000;38;9.30111980438232;0.184748649597168;Python_Externo
9;512000;39;9.33457851409912;0.189329862594604;Python_Externo
9;512000;40;9.29887294769287;0.172029733657837;Python_Externo
9;512000;41;9.21452140808105;0.172093868255615;Python_Externo
9;512000;42;9.67673778533936;0.178692579269409;Python_Externo
9;512000;43;9.62074756622314;0.165083408355713;Python_Externo
9;512000;44;10.0092344284058;0.169948101043701;Python_Externo
9;512000;45;9.31404304504395;0.1630539894104;Python_Externo
9;512000;46;9.17541313171387;0.178663730621338;Python_Externo
9;512000;47;11.8634071350098;0.14140510559082;Python_Externo
9;512000;48;9.2819128036499;0.143523931503296;Python_Externo
9;512000;49;9.19552230834961;0.144315004348755;Python_Externo
10;1024000;0;18.6712551116943;0.348538398742676;Python_Externo
10;1024000;1;19.2914657592773;0.363353252410889;Python_Externo
10;1024000;2;18.2165927886963;0.279302597045898;Python_Externo
10;1024000;3;19.9960136413574;0.28035831451416;Python_Externo
10;1024000;4;19.9639186859131;0.277742862701416;Python_Externo
10;1024000;5;19.6009006500244;0.340938329696655;Python_Externo
10;1024000;6;19.2547760009766;0.343734979629517;Python_Externo
10;1024000;7;19.2133693695068;0.40171217918396;Python_Externo
10;1024000;8;18.8458156585693;0.347195148468018;Python_Externo
10;1024000;9;19.5977954864502;0.338180065155029;Python_Externo
10;1024000;10;19.3538227081299;0.369719743728638;Python_Externo
10;1024000;11;19.2835636138916;0.307790279388428;Python_Externo
10;1024000;12;19.6742782592773;0.27653956413269;Python_Externo
10;1024000;13;18.4326229095459;0.250991582870483;Python_Externo
10;1024000;14;18.1142120361328;0.240198612213135;Python_Externo
10;1024000;15;18.0520935058594;0.244399070739746;Python_Externo
10;1024000;16;17.991907119751;0.286675214767456;Python_Externo
10;1024000;17;18.0530910491943;0.244524955749512;Python_Externo
10;1024000;18;17.996639251709;0.320995807647705;Python_Externo
10;1024000;19;18.0644302368164;0.237385034561157;Python_Externo
10;1024000;20;17.9009819030762;0.246052980422974;Python_Externo
10;1024000;21;17.9858798980713;0.300855875015259;Python_Externo
10;1024000;22;18.0495491027832;0.243037462234497;Python_Externo
10;1024000;23;17.9294338226318;0.248536348342896;Python_Externo
10;1024000;24;18.0445728302002;0.30739951133728;Python_Externo
10;1024000;25;17.988468170166;0.247239112854004;Python_Externo
10;1024000;26;18.1350479125977;0.288614749908447;Python_Externo
10;1024000;27;18.0294570922852;0.258159875869751;Python_Externo
10;1024000;28;18.0744781494141;0.25766658782959;Python_Externo
10;1024000;29;17.963773727417;0.26228666305542;Python_Externo
10;1024000;30;18.0550308227539;0.315087556838989;Python_Externo
10;1024000;31;19.1700191497803;0.314558029174805;Python_Externo
10;1024000;32;18.7708778381348;0.249766111373901;Python_Externo
10;1024000;33;18.3701076507568;0.242727279663086;Python_Externo
10;1024000;34;18.1970138549805;0.250917196273804;Python_Externo
10;1024000;35;18.3239097595215;0.347806692123413;Python_Externo
10;1024000;36;19.4403762817383;0.303500413894653;Python_Externo
10;1024000;37;20.9678611755371;0.315667629241943;Python_Externo
10;1024000;38;18.5113220214844;0.247496843338013;Python_Externo
10;1024000;39;18.4071865081787;0.255992889404297;Python_Externo
10;1024000;40;18.2315368652344;0.289574146270752;Python_Externo
10;1024000;41;18.5326480865479;0.270768165588379;Python_Externo
10;1024000;42;17.8564395904541;0.289079189300537;Python_Externo
10;1024000;43;17.9935913085938;0.283443450927734;Python_Externo
10;1024000;44;18.1911392211914;0.317928552627563;Python_Externo
10;1024000;45;18.0616722106934;0.312120199203491;Python_Externo
10;1024000;46;17.9723472595215;0.314239740371704;Python_Externo
10;1024000;47;18.2568874359131;0.324519157409668;Python_Externo
10;1024000;48;18.0791645050049;0.329965114593506;Python_Externo
10;1024000;49;18.0776100158691;0.316389799118042;Python_Externo
